smiles,SubstructureMatches,Min_N_O_filter,Frac_N_O,Covalent,SpecialMol,SeverityScore,SeverityComment
COc1cc2c(cc1OC)[C@H]1CC(=O)[C@H](CC(C)C)CN1CC2,no match,no match,0.17391304347826086,0,0,0,CLEAR
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,no match,no match,0.15789473684210525,0,0,0,CLEAR
COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,no match,no match,0.24,0,0,0,CLEAR
Nc1ncnc2[nH]cnc12,no match,no match,0.5,0,0,0,CLEAR
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,no match,no match,0.18181818181818182,0,0,0,CLEAR
CN(C)c1nc(N(C)C)nc(N(C)C)n1,no match,no match,0.4,0,0,0,CLEAR
Nc1ccc(C(=O)O)c(O)c1,no match,no match,0.36363636363636365,0,0,0,CLEAR
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,no match,no match,0.22727272727272727,0,0,0,CLEAR
COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,no match,no match,0.13043478260869565,0,0,0,CLEAR
O=C(O)c1ccccc1,no match,no match,0.2222222222222222,0,0,0,CLEAR
Cn1c(=O)c2c(ncn2C)n(C)c1=O,no match,no match,0.42857142857142855,0,0,0,CLEAR
Cc1cc(O)cc(C)c1Cl,no match,no match,0.1,0,0,0,CLEAR
CN(C)CC/C=C1/c2ccccc2COc2ccccc21,no match,no match,0.09523809523809523,0,0,0,CLEAR
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,no match,no match,0.19047619047619047,0,0,0,CLEAR
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,no match,no match,0.09090909090909091,0,0,0,CLEAR
COC(=O)[C@H](c1ccccc1)[C@@H]1CCCCN1,no match,no match,0.17647058823529413,0,0,0,CLEAR
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,no match,no match,0.15789473684210525,0,0,0,CLEAR
CC(C)c1cccc(C(C)C)c1NC(=O)CN(CC(=O)O)CC(=O)O,no match,no match,0.28,0,0,0,CLEAR
CN(C)CC/C=C1\c2ccccc2COc2ccccc21,no match,no match,0.09523809523809523,0,0,0,CLEAR
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,no match,no match,0.19047619047619047,0,0,0,CLEAR
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,no match,no match,0.2222222222222222,0,0,0,CLEAR
C=CCc1ccc(O)c(OC)c1,no match,no match,0.16666666666666666,0,0,0,CLEAR
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,no match,no match,0.2727272727272727,0,0,0,CLEAR
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,no match,no match,0.5,0,0,0,CLEAR
O=C(O)c1ccccc1O,no match,no match,0.3,0,0,0,CLEAR
NCc1ccc(S(N)(=O)=O)cc1,no match,no match,0.3333333333333333,0,0,0,CLEAR
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,no match,no match,0.15789473684210525,0,0,0,CLEAR
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,no match,no match,0.16666666666666666,0,0,0,CLEAR
COC(=O)c1cccnc1,no match,no match,0.3,0,0,0,CLEAR
CC(C)(C(=O)c1cccnc1)c1cccnc1,no match,no match,0.17647058823529413,0,0,0,CLEAR
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,no match,no match,0.2608695652173913,0,0,0,CLEAR
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,no match,no match,0.2,0,0,0,CLEAR
O=C(O)c1cccnc1,no match,no match,0.3333333333333333,0,0,0,CLEAR
CN1CCC[C@@H]1c1cccnc1,no match,no match,0.16666666666666666,0,0,0,CLEAR
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,no match,no match,0.16,0,0,0,CLEAR
Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,no match,no match,0.4444444444444444,0,0,0,CLEAR
CN(C)CCOc1ccccc1Cc1ccccc1,no match,no match,0.10526315789473684,0,0,0,CLEAR
Cc1ccc(=O)n(-c2ccccc2)c1,no match,no match,0.14285714285714285,0,0,0,CLEAR
CCC1(c2ccccc2)C(=O)NCNC1=O,no match,no match,0.25,0,0,0,CLEAR
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,no match,no match,0.2631578947368421,0,0,0,CLEAR
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,no match,no match,0.18181818181818182,0,0,0,CLEAR
CCCN(CCC)CCc1cccc2c1CC(=O)N2,no match,no match,0.15789473684210525,0,0,0,CLEAR
CN(C)CCO[C@H](c1ccc(Cl)cc1)c1ccccn1,no match,no match,0.15,0,0,0,CLEAR
NC(=O)c1ccccc1O,no match,no match,0.3,0,0,0,CLEAR
Nc1ccc(S(N)(=O)=O)cc1,no match,no match,0.36363636363636365,0,0,0,CLEAR
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,no match,no match,0.3333333333333333,0,0,0,CLEAR
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,no match,no match,0.21052631578947367,0,0,0,CLEAR
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,no match,no match,0.17391304347826086,0,0,0,CLEAR
C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,no match,no match,0.15789473684210525,0,0,0,CLEAR
O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O,no match,no match,0.21052631578947367,0,0,0,CLEAR
CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,no match,no match,0.1,0,0,0,CLEAR
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,no match,no match,0.13333333333333333,0,0,0,CLEAR
O=C(OC1C[C@@H]2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,no match,no match,0.20833333333333334,0,0,0,CLEAR
CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O)OCC3,no match,no match,0.19047619047619047,0,0,0,CLEAR
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,no match,no match,0.17391304347826086,0,0,0,CLEAR
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,no match,no match,0.3181818181818182,0,0,0,CLEAR
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,no match,no match,0.21739130434782608,0,0,0,CLEAR
CC(C)NC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,no match,no match,0.2777777777777778,0,0,0,CLEAR
C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,no match,no match,0.20833333333333334,0,0,0,CLEAR
NS(=O)(=O)Cc1noc2ccccc12,no match,no match,0.35714285714285715,0,0,0,CLEAR
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,no match,no match,0.09090909090909091,0,0,0,CLEAR
Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,no match,no match,0.18181818181818182,0,0,0,CLEAR
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,no match,no match,0.25,0,0,0,CLEAR
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,no match,no match,0.21052631578947367,0,0,0,CLEAR
CN1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1,no match,no match,0.1,0,0,0,CLEAR
NCC1(CC(=O)O)CCCCC1,no match,no match,0.25,0,0,0,CLEAR
CC(C)C[C@H](CN)CC(=O)O,no match,no match,0.2727272727272727,0,0,0,CLEAR
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,no match,no match,0.22727272727272727,0,0,0,CLEAR
C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,no match,no match,0.15789473684210525,0,0,0,CLEAR
Cc1cccc(Nc2ccncc2S(=O)(=O)/N=C(\O)NC(C)C)c1,no match,no match,0.2916666666666667,0,0,0,CLEAR
NC(=O)c1cccnc1,no match,no match,0.3333333333333333,0,0,0,CLEAR
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,no match,no match,0.25,0,0,0,CLEAR
COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,no match,no match,0.15,0,0,0,CLEAR
NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,no match,no match,0.15789473684210525,0,0,0,CLEAR
Cc1c(O)c(=O)ccn1C,no match,no match,0.3,0,0,0,CLEAR
C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,no match,no match,0.2,0,0,0,CLEAR
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,no match,no match,0.2608695652173913,0,0,0,CLEAR
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,no match,no match,0.23529411764705882,0,0,0,CLEAR
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,no match,no match,0.15,0,0,0,CLEAR
Nc1nc2ccc(OC(F)(F)F)cc2s1,no match,no match,0.2,0,0,0,CLEAR
CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,no match,no match,0.23529411764705882,0,0,0,CLEAR
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,no match,no match,0.29411764705882354,0,0,0,CLEAR
C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,no match,no match,0.1111111111111111,0,0,0,CLEAR
CN(C)C[C@H](c1ccc(O)cc1)C1(O)CCCCC1,no match,no match,0.15789473684210525,0,0,0,CLEAR
CC(C)C1CCC(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,no match,no match,0.17391304347826086,0,0,0,CLEAR
C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1,no match,no match,0.15384615384615385,0,0,0,CLEAR
C[C@H]1O[C@@]2(CS1)CN1CCC2CC1,no match,no match,0.15384615384615385,0,0,0,CLEAR
O=C(c1ccccc1)c1ccc2n1CC[C@@H]2C(=O)O,no match,no match,0.21052631578947367,0,0,0,CLEAR
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,no match,no match,0.4,0,0,0,CLEAR
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,no match,no match,0.3125,0,0,0,CLEAR
CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,no match,no match,0.2631578947368421,0,0,0,CLEAR
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,no match,no match,0.16666666666666666,0,0,0,CLEAR
CN1C(=O)C[C@](C)(c2ccccc2)C1=O,no match,no match,0.2,0,0,0,CLEAR
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,no match,no match,0.25,0,0,0,CLEAR
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,no match,no match,0.23809523809523808,0,0,0,CLEAR
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,no match,no match,0.21739130434782608,0,0,0,CLEAR
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,no match,no match,0.25,0,0,0,CLEAR
COc1ccc2cc(CCC(C)=O)ccc2c1,no match,no match,0.11764705882352941,0,0,0,CLEAR
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,no match,no match,0.125,0,0,0,CLEAR
CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCN(CC)CC(=O)Nc1c(C)cccc1C,no match,no match,0.17647058823529413,0,0,0,CLEAR
CC(C)NC[C@@H](O)COc1cccc2ccccc12,no match,no match,0.15789473684210525,0,0,0,CLEAR
Cc1cccc(Nc2ccccc2C(=O)O)c1C,no match,no match,0.16666666666666666,0,0,0,CLEAR
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,no match,no match,0.16666666666666666,0,0,0,CLEAR
CN(C)CCOC(c1ccccc1)c1ccccc1,no match,no match,0.10526315789473684,0,0,0,CLEAR
CN(C)CCCN1c2ccccc2CCc2ccccc21,no match,no match,0.09523809523809523,0,0,0,CLEAR
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,no match,no match,0.09090909090909091,0,0,0,CLEAR
C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,no match,no match,0.1,0,0,0,CLEAR
Cc1cccc(C)c1OC[C@@H](C)N,no match,no match,0.15384615384615385,0,0,0,CLEAR
CN[C@@H](C)[C@@H](O)c1ccccc1,no match,no match,0.16666666666666666,0,0,0,CLEAR
CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,no match,no match,0.125,0,0,0,CLEAR
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,no match,no match,0.16666666666666666,0,0,0,CLEAR
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,no match,no match,0.3333333333333333,0,0,0,CLEAR
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,no match,no match,0.09523809523809523,0,0,0,CLEAR
Cc1ncc(CO)c(CO)c1O,no match,no match,0.3333333333333333,0,0,0,CLEAR
C/C=C/C(=O)N(CC)c1ccccc1C,no match,no match,0.13333333333333333,0,0,0,CLEAR
CC(C)NC[C@H](O)COc1cccc2ccccc12,no match,no match,0.15789473684210525,0,0,0,CLEAR
O=C(O)CCCc1ccccc1,no match,no match,0.16666666666666666,0,0,0,CLEAR
CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,no match,no match,0.2222222222222222,0,0,0,CLEAR
CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12,no match,no match,0.2222222222222222,0,0,0,CLEAR
C[C@H](CN1c2ccccc2Sc2ccccc21)N(C)C,no match,no match,0.1,0,0,0,CLEAR
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,no match,no match,0.2857142857142857,0,0,0,CLEAR
Cc1cccc(C)c1OC[C@H](C)N,no match,no match,0.15384615384615385,0,0,0,CLEAR
Cn1c(=O)c2c(ncn2C[C@H](O)CO)n(C)c1=O,no match,no match,0.4444444444444444,0,0,0,CLEAR
Cn1c(=O)c2c(ncn2C[C@@H](O)CO)n(C)c1=O,no match,no match,0.4444444444444444,0,0,0,CLEAR
C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,no match,no match,0.125,0,0,0,CLEAR
CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,no match,no match,0.19047619047619047,0,0,0,CLEAR
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,no match,no match,0.23529411764705882,0,0,0,CLEAR
COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,no match,no match,0.23809523809523808,0,0,0,CLEAR
CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1,no match,no match,0.19047619047619047,0,0,0,CLEAR
CCN(Cc1ccncc1)C(=O)[C@H](CO)c1ccccc1,no match,no match,0.19047619047619047,0,0,0,CLEAR
CN[C@@H](C)[C@H](O)c1ccccc1,no match,no match,0.16666666666666666,0,0,0,CLEAR
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,no match,no match,0.26666666666666666,0,0,0,CLEAR
Cc1nccn1C[C@@H]1CCc2c(c3ccccc3n2C)C1=O,no match,no match,0.18181818181818182,0,0,0,CLEAR
NC[C@@H](CC(=O)O)c1ccc(Cl)cc1,no match,no match,0.21428571428571427,0,0,0,CLEAR
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,no match,no match,0.35294117647058826,0,0,0,CLEAR
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,no match,no match,0.17647058823529413,0,0,0,CLEAR
CNC[C@H](O)c1cccc(O)c1,no match,no match,0.25,0,0,0,CLEAR
CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,no match,no match,0.13333333333333333,0,0,0,CLEAR
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,no match,no match,0.10526315789473684,0,0,0,CLEAR
CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,no match,no match,0.10526315789473684,0,0,0,CLEAR
CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,no match,no match,0.2631578947368421,0,0,0,CLEAR
Nc1ccc(C(=O)NCC(=O)O)cc1,no match,no match,0.35714285714285715,0,0,0,CLEAR
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,no match,no match,0.3684210526315789,0,0,0,CLEAR
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,no match,no match,0.35294117647058826,0,0,0,CLEAR
COc1ccc(C(=O)c2ccccc2)c(O)c1,no match,no match,0.17647058823529413,0,0,0,CLEAR
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,no match,no match,0.375,0,0,0,CLEAR
Cc1cccc(C)c1NC(=O)[C@@H]1CCCCN1C,no match,no match,0.16666666666666666,0,0,0,CLEAR
Cc1ccccc1[C@@H](OCCN(C)C)c1ccccc1,no match,no match,0.1,0,0,0,CLEAR
CN(C)CCOC(=O)[C@@H](c1ccccc1)C1(O)CCCC1,no match,no match,0.19047619047619047,0,0,0,CLEAR
C[C@H](S)C(=O)NCC(=O)O,no match,no match,0.4,0,0,0,CLEAR
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,no match,no match,0.3125,0,0,0,CLEAR
CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1,no match,no match,0.25,0,0,0,CLEAR
NCCc1cnc[nH]1,no match,no match,0.375,0,0,0,CLEAR
O=C(O)Cc1ccccc1,no match,no match,0.2,0,0,0,CLEAR
CN1CCC[C@H]1c1cccnc1,no match,no match,0.16666666666666666,0,0,0,CLEAR
COc1ccccc1OC[C@@H](O)CO,no match,no match,0.2857142857142857,0,0,0,CLEAR
COC(=O)c1ccc(C)cc1O,no match,no match,0.25,0,0,0,CLEAR
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,no match,no match,0.08333333333333333,0,0,0,CLEAR
C[C@@H](C(=O)O)c1cccc(Oc2ccccc2)c1,no match,no match,0.16666666666666666,0,0,0,CLEAR
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,no match,no match,0.19047619047619047,0,0,0,CLEAR
C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,no match,no match,0.20833333333333334,0,0,0,CLEAR
C[C@@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,no match,no match,0.20833333333333334,0,0,0,CLEAR
COc1ccc(OC)c([C@@H](O)CNC(=O)CN)c1,no match,no match,0.3333333333333333,0,0,0,CLEAR
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,no match,no match,0.21739130434782608,0,0,0,CLEAR
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1,no match,no match,0.17391304347826086,0,0,0,CLEAR
CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1,no match,no match,0.3333333333333333,0,0,0,CLEAR
C=C[C@H](N)CCC(=O)O,no match,no match,0.3333333333333333,0,0,0,CLEAR
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,no match,no match,0.19047619047619047,0,0,0,CLEAR
CN(C)CC[C@H](c1ccccc1)c1ccccn1,no match,no match,0.1111111111111111,0,0,0,CLEAR
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,no match,no match,0.3684210526315789,0,0,0,CLEAR
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,no match,no match,0.16666666666666666,0,0,0,CLEAR
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,no match,no match,0.14814814814814814,0,0,0,CLEAR
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)/N=C(\O)NC3CCCCC3)cc2)cn1,no match,no match,0.2903225806451613,0,0,0,CLEAR
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)/N=C(\O)NC2CCCCC2)cc1,no match,no match,0.24242424242424243,0,0,0,CLEAR
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,no match,no match,0.11538461538461539,0,0,0,CLEAR
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,no match,no match,0.2692307692307692,0,0,0,CLEAR
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,no match,no match,0.11764705882352941,0,0,0,CLEAR
Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,no match,no match,0.30434782608695654,0,0,0,CLEAR
O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,no match,no match,0.11538461538461539,0,0,0,CLEAR
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,no match,no match,0.21212121212121213,0,0,0,CLEAR
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,no match,no match,0.2692307692307692,0,0,0,CLEAR
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,no match,no match,0.25925925925925924,0,0,0,CLEAR
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,no match,no match,0.2,0,0,0,CLEAR
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,no match,no match,0.23076923076923078,0,0,0,CLEAR
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,no match,no match,0.25,0,0,0,CLEAR
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,no match,no match,0.17857142857142858,0,0,0,CLEAR
C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,no match,no match,0.20689655172413793,0,0,0,CLEAR
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,no match,no match,0.2727272727272727,0,0,0,CLEAR
COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,no match,no match,0.21428571428571427,0,0,0,CLEAR
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,no match,no match,0.15625,0,0,0,CLEAR
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,no match,no match,0.16,0,0,0,CLEAR
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,no match,no match,0.19230769230769232,0,0,0,CLEAR
COc1cc2c(cc1OC)C(=O)[C@@H](CC1CCN(Cc3ccccc3)CC1)C2,no match,no match,0.14285714285714285,0,0,0,CLEAR
Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,no match,no match,0.2,0,0,0,CLEAR
Nc1ccncc1,no match,no match,0.2857142857142857,0,0,0,CLEAR
CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,no match,no match,0.14814814814814814,0,0,0,CLEAR
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@H]1C,no match,no match,0.25,0,0,0,CLEAR
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,no match,no match,0.3,0,0,0,CLEAR
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,no match,no match,0.2,0,0,0,CLEAR
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,no match,no match,0.125,0,0,0,CLEAR
O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,no match,no match,0.18518518518518517,0,0,0,CLEAR
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,no match,no match,0.25,0,0,0,CLEAR
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@H](NC(C)=O)CC2,no match,no match,0.2413793103448276,0,0,0,CLEAR
