standard_inchi_key,canonical_smiles,mw,qed,no_ro5_violations,rtb,max_phase,clean_smiles,SubstructureMatches,Min_N_O_filter,Frac_N_O,Covalent,SpecialMol,SeverityScore,SeverityComment
OJIIZIWOLTYOBS-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1.Cl,388.94,0.84,0,6,4,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,no match,no match,0.15384615384615385,0,0,0,CLEAR
NZKANSJXJCILHS-UHFFFAOYSA-N,Cl.O.O.O=C(CN1CCC(CN2Cc3ccccc3C2=O)CC1)c1ccc(F)cc1,438.93,0.76,0,5,1,O=C(CN1CCC(CN2Cc3ccccc3C2=O)CC1)c1ccc(F)cc1,no match,no match,0.14814814814814814,0,0,0,CLEAR
CVASBKDYSQKLSO-UHFFFAOYSA-N,Cc1ccc(Sc2ccccc2C2CCNCC2)cc1,283.44,0.88,0,3,2,Cc1ccc(Sc2ccccc2C2CCNCC2)cc1,no match,no match,0.05,0,0,0,CLEAR
OBSYBRPAKCASQB-AGQYDFLVSA-N,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,432.47,0.53,0,3,1,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,no match,no match,0.25806451612903225,0,0,0,CLEAR
IAOZJIPTCAWIRG-QWRGUYRKSA-N,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,294.31,0.59,0,7,3,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,no match,no match,0.3333333333333333,0,0,0,CLEAR
UNRCMCRRFYFGFX-TYPNBTCFSA-N,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,336.40,0.64,0,2,3,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,no match,no match,0.24,0,0,0,CLEAR
SLRCCWJSBJZJBV-TUVASFSCSA-N,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1,234.39,0.63,0,0,4,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1,no match,no match,0.11764705882352941,0,0,0,CLEAR
UWXSAYUXVSFDBQ-CYBMUJFWSA-N,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,466.95,0.40,1,6,2,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,no match,no match,0.25,0,0,0,CLEAR
ZXOCGDDVNPDRIW-NHFZGCSJSA-N,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.O,404.46,0.63,0,4,3,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,no match,no match,0.21428571428571427,0,0,0,CLEAR
MWUFVYLAWAXDHQ-HMNLTAHHSA-N,CCNc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\[C@@H](C)[C@H](C)OC2=O,389.45,0.57,0,2,2,CCNc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\[C@@H](C)[C@H](C)OC2=O,no match,no match,0.25,0,0,0,CLEAR
RPUBHMMISKEXSR-MLCLTIQSSA-N,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1.O=C(O)/C=C\C(=O)O,381.43,0.73,0,0,3,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,no match,no match,0.15,0,0,0,CLEAR
RQVKVJIRFKVPBF-VWLOTQADSA-N,Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,461.57,0.37,0,7,1,Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,no match,no match,0.17142857142857143,0,0,0,CLEAR
BTCRKOKVYTVOLU-SJSRKZJXSA-N,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,464.94,0.42,0,9,3,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,no match,no match,0.21875,0,0,0,CLEAR
WCYDLROFMZJJLE-RTMHEQJQSA-N,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1.Cc1ccc(S(=O)(=O)O)cc1,742.85,0.35,1,6,4,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,no match,no match,0.23809523809523808,0,0,0,CLEAR
WWNUCVSRRUDYPP-UHFFFAOYSA-N,CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1,307.42,0.83,0,6,3,CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1,no match,no match,0.23809523809523808,0,0,0,CLEAR
KXSUAWAUCNFBQJ-UHFFFAOYSA-N,CCC1(c2c[nH]cn2)Cc2ccc(F)cc2C1,230.29,0.84,0,2,2,CCC1(c2c[nH]cn2)Cc2ccc(F)cc2C1,no match,no match,0.11764705882352941,0,0,0,CLEAR
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,259.35,0.90,0,4,4,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,no match,no match,0.15789473684210525,0,0,0,CLEAR
IVHBBMHQKZBJEU-UHFFFAOYSA-N,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1.Cl,379.93,0.67,0,10,4,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,no match,no match,0.2,0,0,0,CLEAR
GXYZREDEYDFJPT-ZMBIFBSDSA-N,C[C@H](CN(C(=O)c1ccc(C#N)cc1)c1ccccn1)N1CCN(c2cccc3c2OCCO3)CC1.Cl,520.03,0.53,0,6,3,C[C@H](CN(C(=O)c1ccc(C#N)cc1)c1ccccn1)N1CCN(c2cccc3c2OCCO3)CC1,no match,no match,0.2222222222222222,0,0,0,CLEAR
DRLCSJFKKILATL-YWCVFVGNSA-N,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,568.56,0.38,2,9,2,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,no match,no match,0.16216216216216217,0,0,0,CLEAR
PKZXLMVXBZICTF-UHFFFAOYSA-N,Cc1ccc(CNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)nc1,393.87,0.84,0,5,2,Cc1ccc(CNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)nc1,no match,no match,0.14814814814814814,0,0,0,CLEAR
RFRXIWQYSOIBDI-UHFFFAOYSA-N,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,266.30,0.73,0,3,4,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,no match,no match,0.15,0,0,0,CLEAR
CUIHSIWYWATEQL-UHFFFAOYSA-N,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,437.53,0.49,0,5,4,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,no match,no match,0.2903225806451613,0,0,0,CLEAR
BFZKMNSQCNVFGM-UCEYFQQTSA-N,C=CC[C@H]1C(=O)C(C)(C)[C@@H](O)CC(=O)O[C@H](c2ccc3sc(C)nc3c2)C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@@H]1O,543.73,0.30,2,3,2,C=CC[C@H]1C(=O)C(C)(C)[C@@H](O)CC(=O)O[C@H](c2ccc3sc(C)nc3c2)C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@@H]1O,no match,no match,0.18421052631578946,0,0,0,CLEAR
XPOQHMRABVBWPR-ZDUSSCGKSA-N,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,315.68,0.73,0,0,4,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,no match,no match,0.14285714285714285,0,0,0,CLEAR
XCKKIKBIPZJUET-VYKNHSEDSA-N,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.Cl,321.80,0.70,0,0,4,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,no match,no match,0.19047619047619047,0,0,0,CLEAR
VDUWPHTZYNWKRN-UHFFFAOYSA-N,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,262.22,0.86,0,2,4,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,no match,no match,0.3684210526315789,0,0,0,CLEAR
KJUHIXIWKSVBKB-UHFFFAOYSA-N,Cc1ccccc1-n1c(C)nc2ccccc2c1=O.Cl,286.76,0.67,0,1,4,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,no match,no match,0.15789473684210525,0,0,0,CLEAR
YEJAJYAHJQIWNU-UHFFFAOYSA-N,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl,418.37,0.68,0,3,4,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,no match,no match,0.14814814814814814,0,0,0,CLEAR
HAWSQZCWOQZXHI-FQEVSTJZSA-N,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,364.36,0.50,0,1,3,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,no match,no match,0.25925925925925924,0,0,0,CLEAR
OCKGFTQIICXDQW-ZEQRLZLVSA-N,Cc1c([C@@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O,466.53,0.62,0,6,1,Cc1c([C@@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O,no match,no match,0.23529411764705882,0,0,0,CLEAR
BODYFEUFKHPRCK-ZCZMVWJSSA-N,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4[C@@]5(C)COC[C@@]4(C[C@@H](n4ncnc4-c4ccncc4)[C@@H]5OC[C@](C)(N)C(C)(C)C)C3=CC[C@@]2(C)[C@@H]1C(=O)O,730.05,0.26,2,8,4,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](n4ncnc4-c4ccncc4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,no match,no match,0.16981132075471697,0,0,0,CLEAR
YLCXGBZIZBEVPZ-UHFFFAOYSA-N,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,270.76,0.77,0,1,4,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,no match,no match,0.10526315789473684,0,0,0,CLEAR
FWIVDMJALNEADT-SFTDATJTSA-N,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,525.57,0.47,1,9,3,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,no match,no match,0.16666666666666666,0,0,0,CLEAR
XCPPIJCBCWUBNT-UHFFFAOYSA-N,N#CC(c1ccnc(OCc2ccc(CN3CCOCC3)cc2)n1)c1nc2ccccc2s1,457.56,0.41,0,7,2,N#CC(c1ccnc(OCc2ccc(CN3CCOCC3)cc2)n1)c1nc2ccccc2s1,no match,no match,0.21212121212121213,0,0,0,CLEAR
SECKRCOLJRRGGV-UHFFFAOYSA-N,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,488.61,0.52,0,8,4,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,no match,no match,0.29411764705882354,0,0,0,CLEAR
ZIODNPFQZIHCOE-UHFFFAOYSA-N,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1.Cl,361.92,0.86,0,4,4,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,no match,no match,0.20833333333333334,0,0,0,CLEAR
LHAPOGAFBLSJJQ-GUTACTQSSA-N,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12.Cc1ccc(S(=O)(=O)O)cc1,565.71,0.72,0,5,4,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,no match,no match,0.13793103448275862,0,0,0,CLEAR
CPZBLNMUGSZIPR-NVXWUHKLSA-N,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,296.41,0.80,0,1,4,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,no match,no match,0.13636363636363635,0,0,0,CLEAR
MFDFERRIHVXMIY-UHFFFAOYSA-N,CCN(CC)CCOC(=O)c1ccc(N)cc1,236.31,0.60,0,6,4,CCN(CC)CCOC(=O)c1ccc(N)cc1,no match,no match,0.23529411764705882,0,0,0,CLEAR
APVQOOKHDZVJEX-LSBIWMFESA-N,CCCN[C@@H]1CCc2nc(N)sc2C1.Cl.Cl.O,302.27,0.80,0,3,2,CCCN[C@@H]1CCc2nc(N)sc2C1,no match,no match,0.21428571428571427,0,0,0,CLEAR
AMEXZRFCGITZNZ-HZQSTTLBSA-N,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O=S(=O)(O)O.O=S(=O)(O)O,520.58,0.88,0,4,4,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,no match,no match,0.16666666666666666,0,0,0,CLEAR
OWQUZNMMYNAXSL-UHFFFAOYSA-N,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,281.40,0.84,0,4,4,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,no match,no match,0.09523809523809523,0,0,0,CLEAR
PYZRQGJRPPTADH-UHFFFAOYSA-N,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,256.10,0.81,0,1,4,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,no match,no match,0.3125,0,0,0,CLEAR
LSYANGLAZUZYFX-UHFFFAOYSA-N,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,425.41,0.65,0,6,2,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,no match,no match,0.1935483870967742,0,0,0,CLEAR
KFNNPQDSPLWLCX-UHFFFAOYSA-N,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1.Cl.O,334.33,0.75,0,5,4,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,no match,no match,0.05263157894736842,0,0,0,CLEAR
WSFKMLQSYRCAQE-UHFFFAOYSA-N,O=C(O)CCn1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,352.23,0.84,0,4,2,O=C(O)CCn1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,no match,no match,0.16666666666666666,0,0,0,CLEAR
OLAHOMJCDNXHFI-UHFFFAOYSA-N,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,446.56,0.41,0,9,4,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,no match,no match,0.24242424242424243,0,0,0,CLEAR
WBCWFMFZMRFRLT-UHFFFAOYSA-N,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,323.91,0.89,0,5,4,OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,no match,no match,0.09523809523809523,0,0,0,CLEAR
OJZYRQPMEIEQFC-UAWLTFRCSA-N,CCCC[C@H](C)C[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)O,380.53,0.26,0,13,3,CCCC[C@H](C)C[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)O,no match,no match,0.18518518518518517,0,0,0,CLEAR
HYPPXZBJBPSRLK-UHFFFAOYSA-N,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,452.60,0.42,1,8,4,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,no match,no match,0.11764705882352941,0,0,0,CLEAR
QWNDOCKIKKQJNN-UHFFFAOYSA-N,NC(=O)c1ccc(Oc2ccc(CNCCC3CCOCC3)cc2F)nc1,373.43,0.69,0,8,2,NC(=O)c1ccc(Oc2ccc(CNCCC3CCOCC3)cc2F)nc1,no match,no match,0.2222222222222222,0,0,0,CLEAR
GKCBAIGFKIBETG-UHFFFAOYSA-N,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,264.37,0.58,0,8,4,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,no match,no match,0.21052631578947367,0,0,0,CLEAR
UNFHDRVFEQPUEL-DENIHFKCSA-N,Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O,514.04,0.28,2,11,2,Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O,no match,no match,0.1388888888888889,0,0,0,CLEAR
VWPOSFSPZNDTMJ-UCWKZMIHSA-N,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,309.41,0.64,0,5,4,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,no match,no match,0.22727272727272727,0,0,0,CLEAR
PSIFNNKUMBGKDQ-UHFFFAOYSA-N,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,422.92,0.44,0,8,4,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,no match,no match,0.23333333333333334,0,0,0,CLEAR
WNTYBHLDCKXEOT-UHFFFAOYSA-N,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,411.57,0.70,0,7,4,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,no match,no match,0.1724137931034483,0,0,0,CLEAR
AFNHHLILYQEHKK-BDAKNGLRSA-N,O=c1[nH]cnc2c(CN3C[C@H](O)[C@@H](CO)C3)c[nH]c12,264.29,0.57,0,3,2,O=c1[nH]cnc2c(CN3C[C@H](CO)[C@@H](O)C3)c[nH]c12,no match,no match,0.3684210526315789,0,0,0,CLEAR
OAVGBZOFDPFGPJ-UHFFFAOYSA-N,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,438.49,0.48,0,3,2,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,no match,no match,0.24242424242424243,0,0,0,CLEAR
HTJGLYIJVSDQAE-VWNXEWBOSA-N,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,259.30,0.56,0,3,2,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,no match,no match,0.3333333333333333,0,0,0,CLEAR
NKQHBJNRBKHUQR-UHFFFAOYSA-N,Cc1nn(-c2ncccc2CO)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12,480.97,0.60,0,4,2,Cc1nn(-c2ncccc2CO)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12,no match,no match,0.1875,0,0,0,CLEAR
COTYYZPYDJKKIS-UHFFFAOYSA-N,O=C(O)c1nc2ccccc2n(C2C[C@@H]3CCC[C@@H](C2)N3C2C[C@H]3CCC[C@H](C2)C3)c1=O,435.57,0.76,0,3,2,O=C(O)c1nc2ccccc2n(C2C[C@@H]3CCC[C@@H](C2)N3C2C[C@H]3CCC[C@H](C2)C3)c1=O,no match,no match,0.1875,0,0,0,CLEAR
VEPOHXYIFQMVHW-XOZOLZJESA-N,C[C@H]1[C@H](c2ccccc2)OCCN1C.O=C(O)C(O)C(O)C(=O)O,341.36,0.67,0,1,4,C[C@H]1[C@H](c2ccccc2)OCCN1C,no match,no match,0.14285714285714285,0,0,0,CLEAR
MEPNHSOMXMALDZ-UHFFFAOYSA-N,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1.CS(=O)(=O)O,552.68,0.53,0,6,4,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,no match,no match,0.28125,0,0,0,CLEAR
SGHXFFAHXTZRQM-SPIKMXEPSA-N,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,522.55,0.74,0,0,4,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,no match,no match,0.09090909090909091,0,0,0,CLEAR
BTTNOGHPGJANSW-IBGZPJMESA-N,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1,438.46,0.50,0,8,2,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1,no match,no match,0.28125,0,0,0,CLEAR
OLDRWYVIKMSFFB-SSPJITILSA-N,Cl.O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,332.88,0.80,0,1,4,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,no match,no match,0.13636363636363635,0,0,0,CLEAR
VFCRKLWBYMDAED-REWPJTCUSA-N,CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,489.66,0.45,0,10,3,CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,no match,no match,0.17142857142857143,0,0,0,CLEAR
WESWYMRNZNDGBX-UHFFFAOYSA-N,Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,414.78,0.76,0,2,4,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,no match,no match,0.11538461538461539,0,0,0,CLEAR
LEEIJTHMHDMWLJ-CQSZACIVSA-N,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,361.82,0.82,0,5,3,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,no match,no match,0.21739130434782608,0,0,0,CLEAR
XMBUPPIEVAFYHO-KPZWWZAWSA-N,Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl,393.83,0.67,0,5,1,Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl,no match,no match,0.25,0,0,0,CLEAR
STECJAGHUSJQJN-FWXGHANASA-N,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,303.36,0.66,0,4,4,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,no match,no match,0.22727272727272727,0,0,0,CLEAR
JLDCNMJPBBKAHH-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Na+],272.26,0.79,0,3,4,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,no match,no match,0.35294117647058826,0,0,0,CLEAR
YKPUWZUDDOIDPM-VURMDHGXSA-N,COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O,305.42,0.54,0,9,3,COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O,no match,no match,0.18181818181818182,0,0,0,CLEAR
BRDWIEOJOWJCLU-LTGWCKQJSA-N,N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,291.27,0.50,0,2,1,N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,no match,no match,0.42857142857142855,0,0,0,CLEAR
ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,488.02,0.47,0,7,4,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,no match,no match,0.2727272727272727,0,0,0,CLEAR
HPJKCIUCZWXJDR-UHFFFAOYSA-N,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31,0.74,0,3,4,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,no match,no match,0.22727272727272727,0,0,0,CLEAR
SXWHYTICXCLKDG-GFCCVEGCSA-N,C[C@@H](Oc1nnc(-c2ccncc2)n1C)c1cc(-c2cccc(Cl)c2)on1,381.82,0.51,0,5,2,C[C@@H](Oc1nnc(-c2ccncc2)n1C)c1cc(-c2cccc(Cl)c2)on1,no match,no match,0.25925925925925924,0,0,0,CLEAR
GVVUZBSCYAVFTI-IYARVYRRSA-N,O=c1[nH]c(=O)c(Cc2cccc(C(F)(F)F)c2)c([C@H]2CC[C@H](c3ccccc3)CC2)[nH]1,428.45,0.61,1,4,2,O=c1[nH]c(=O)c(Cc2cccc(C(F)(F)F)c2)c([C@H]2CC[C@H](c3ccccc3)CC2)[nH]1,no match,no match,0.12903225806451613,0,0,0,CLEAR
KXMZDGSRSGHMMK-VWLOTQADSA-N,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,506.66,0.38,1,4,2,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,no match,no match,0.21052631578947367,0,0,0,CLEAR
