smiles_i,smiles_j,rater_14,rater_4,rater_6,rater_9,rater_7,rater_10,rater_12,rater_2,rater_8,rater_11,rater_0,rater_13,rater_3,rater_1
C[C@H]1C[C@@H](Nc2cc(-c3cccc(NCc4cccc(F)c4)n3)c(Cl)cn2)CC[C@@H]1N,CCS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)c(F)c2)cc1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@H]1[C@H](C=Cc2ccc(-c3ccccc3C#N)cn2)[C@@H]2[C@@H](C)OC(=O)[C@]2(NCc2cncnc2)CC1(F)F,NCCCOc1ccc(CC(=NO)C(=O)NCCc2ccc(Cl)cc2)cc1Br,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Cc1ccc(CNS(=O)(=O)c2c(C(=O)N3CCCCC3)c(C)n(C)c2C)o1,Cc1cc(Cl)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Cc1nc(NC(=O)OC(C)(C)C)sc1C(=O)NCC(C)(C)C,CCCCN(C(=O)c1cnc(C)cn1)c1c(N)n(CCC)c(=O)[nH]c1=O,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
COc1ncccc1C(Nc1ccc(Cl)cc1)c1c(C)[nH]c2ccccc12,CC(=O)Oc1ccccc1C(=O)O[C@H]1CO[C@@H]2[C@H](OC(=O)c3ccc(C)cc3)CO[C@H]12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ncccc1C(Nc1ccc(Cl)cc1)c1c(C)[nH]c2ccccc12,CC(=O)Oc1ccccc1C(=O)O[C@H]1CO[C@@H]2[C@H](OC(=O)c3ccc(C)cc3)CO[C@H]12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(CNc2ccc(C(=O)NC(CCC(=O)O)C(=O)O)c3ccccc23)cnc2nc(N)nc(N)c12,CN(CC=CCN)C[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Cc1oc(C(=O)N2CCCC2C(=O)O)cc1COc1ccc2oc3ccccc3c2c1,CC1(c2ccc(F)cc2)CC(=O)N(CCCCN2CCN(c3ncccc3C#N)CC2)C1=O,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
COCCOCC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1C,CCC1CCCCN1C(=O)CSc1nc(O)c2cnn(-c3ccc(C)cc3)c2n1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Cc1nc2cccc(-c3cc4c([nH]3)CNC4=O)c2nc1NC1CC1,COc1cc([C@@]2(O)CCN(C(=O)OC(C)(C)C)C[C@@H]2O)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Cc1nn(C(=O)c2cccc([N+](=O)[O-])c2)c(C)c1Sc1ccc(Cl)cc1,O=CNCCCCC(NC(=O)C1COC(c2ccccc2O)=N1)C(=O)O,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Cc1nn(C(=O)c2cccc([N+](=O)[O-])c2)c(C)c1Sc1ccc(Cl)cc1,CC(C)CNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
COC(=O)c1sc2nc(C)c(-c3ccccc3)cc2c1N,CC1(NC(=O)CBr)CCC(C(C)(C)NCC(O)COc2cccc3[nH]ccc23)CC1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
COc1ccc(Cl)cc1-n1ncc(-c2nnc(-c3cc(Cl)cc(Cl)c3)o2)c1C,O=S(=O)(c1cccc2nsnc12)N1CCN(Cc2ccccc2)CC1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
COc1ccc(Cl)cc1-n1ncc(-c2nnc(-c3cc(Cl)cc(Cl)c3)o2)c1C,O=S(=O)(c1cccc2nsnc12)N1CCN(Cc2ccccc2)CC1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Cc1cc(N)nc(COc2cccc(NCCc3cccc(F)c3)c2)c1,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(OC)cc1c2C1CCCCCC1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4cncnc4C)cc(Cl)cc32)cc(C)c1F,O=C(NCc1ccc(C(F)(F)F)cc1)C1C(C(=O)O)[C@H]2CC[C@@H]1O2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Cc1cc(Cl)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1c1cccs1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Cc1cc(Cl)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1c1cccs1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)c4cccc(N(C)C)c4)CC3)nc2)c1,O=C(NCC1CCCO1)c1cc2c3ccccc3nc-2c(-c2cccc(Cl)c2)[nH]1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Cc1cc2c(-c3ccc[nH]c3=O)c(C(=O)O)n(Cc3cc4ccccc4nc3Cl)c2cc1F,COC(=O)c1ccc(CSc2nnc(C[S+]([O-])Cc3ccc(Br)cc3)n2-c2ccccc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
COc1cc2cc(C)c(SCCN3CCCCC3)nc2cc1OC,Cn1cc(NC(=O)c2ccnc(-c3ccnc(NCC4CC4)c3)n2)c(C(N)=O)n1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Cc1cc[n+](-c2[nH]c(=O)sc2C=NNC(=O)c2ccncc2)cc1,COC(=O)c1sc2nc(C)c(-c3ccccc3)cc2c1N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(-n2c(Cc3cccc4ccccc34)nnc2SCCC#N)c(C)c1,NCc1ccccc1NC(=O)c1cc2ccccc2s1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cc(CO)c(F)c4[nH]nc(N)c34)cc2)c1,COC(=O)c1cccc(-c2ccccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(F)c(OCC(=O)N[C@@H](C)C(N)=O)c1,CC(NS(C)(=O)=O)c1ccc(-c2c(O)ccc3[nH]c(=O)c4sccc4c23)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
COc1ccc(NC(=O)CN(c2ccc(C)cc2)S(=O)(=O)c2c(C)nn(C)c2C)cc1,COc1ccnc(CSc2nc3ccccc3[nH]2)c1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Cc1ccc(N2COc3ccc(C(=O)C=Cc4ccc(Cl)cc4)cc3C2)cc1,NS(=O)(=O)CCNC(=O)C(c1nc2ccc(-c3ccccc3)cc2s1)S(=O)(=O)CCC(F)(F)F,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
CSc1ncccc1C(=O)N1CCCC(Nc2ccc(C)c(C)c2)C1,O=C(O)c1cnc2cc(N3CCNCC3)c(F)cc2c1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(Nc2ccc(C)c(Cl)c2)n2nc(-c3ccccc3)nc2n1,NC(=O)c1ccc(NC(=O)CSc2nc3cnc(Cl)nc3n2-c2cccc3ccccc23)c(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(Nc2ccc(C)c(Cl)c2)n2nc(-c3ccccc3)nc2n1,CCN(CC)c1ccccc1C[S+]([O-])c1nccn1-c1ncccc1OC,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Cc1cc(Nc2ccc(C)c(Cl)c2)n2nc(-c3ccccc3)nc2n1,CCN(CC)c1ccccc1C[S+]([O-])c1nccn1-c1ncccc1OC,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Cc1ccc(C(=O)NC2CCCc3c2cnn3-c2ccc(F)cc2F)cn1,CN(C)CCCN1C=Nc2cccc3cccc1c23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc(C(=O)N[C@@H]2CN3CCC2CC3)c1C,Cc1nnsc1C(=O)N1CCCC(C)(C(=O)NS(=O)(=O)C2CC2)C1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cccc(C(=O)N[C@@H]2CN3CCC2CC3)c1C,Cc1cc(N)nn1Cc1coc(-c2cccc3ccccc23)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Cc1cccc(C)c1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,C=CCNC(=O)CN(c1cccc(Br)c1)S(C)(=O)=O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Cc1cccc(N2C(=O)C(=CNCc3ccccn3)c3ccccc3C2=O)c1,CN1CCN(c2nc(NCc3ccc(F)cc3)nc3c2CCc2ccccc2-3)CC1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COc1cc(C(=O)N2C[C@]3(C)C[C@H]2CC(C)(C)C3)ccc1-c1cccc(C)c1,Nc1nc2c(ncn2CCNCCP(=O)(O)O)c(=O)[nH]1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Cc1ccccc1N1CCN(C(=O)N2C[C@H](C(=O)C3CCCC3)Cc3cc(Cl)ccc32)CC1,C[C@H]1COC(=O)[C@@H](N)CCC=CC[C@@H](CC(=O)N(CCO)Cc2ccccc2)C(=O)N1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cn1ncc(-c2ccncc2)c1-c1ccc(OCc2cc(-n3cc(CCF)nn3)c3ccccc3n2)cc1,COc1ccnc(CSc2nc3ccccc3[nH]2)c1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Cn1c(SCCn2ccnc2)nc2ccc(Cl)cc21,O=C1CN(C(=O)c2ccccc2F)C(c2ccccc2)c2cc(F)ccc2N1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Cn1cc(CN2C[C@@H]3COC[C@]3(CNC(=O)c3ccsc3)C2)cn1,CCCNC1=Nc2ccccc2NC(C)C1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(Nc1ccccc1OC(F)F)c1csc(-c2cccnc2)n1,Cc1ccc(C(=O)NC2CCCc3c2cnn3-c2ccc(F)cc2F)cn1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
NS(=O)(=O)c1ccc(NC(=S)NN=C2C(=O)Nc3ccccc32)cc1,COc1cc2c(cc1NC(=O)COc1ccc(Br)cc1C)oc1ccccc12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Nc1ccc(-n2nc3c(N)nc4ccccc4n3c2=O)cc1,C[C@@H](O[C@H]1CC[C@@H](N(C)CC(=O)N2CCN(C)CC2)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
