smiles_i,smiles_j,rater_14,rater_4,rater_6,rater_9,rater_7,rater_10,rater_12,rater_2,rater_8,rater_11,rater_0,rater_13,rater_3,rater_1
Nc1nc(NCc2ccncc2)nc2c1nc(O)n2Cc1ccccc1,CC(C)C(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccccn2)c1=O,CCCCNc1ncc(C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c(NC2CCOCC2)n1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
O=C1CC(=Cc2cccc(O)c2)C(=O)N1,COc1cccc(CNc2ccc(C(=O)NCCN(C)C)c3[nH]c4c(C)cccc4c(=O)c23)c1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
NC1=C(c2nc3ccccc3s2)C(=O)CN1Cc1ccccc1,O=C1NCCc2nc(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc21,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nc1ncnc2c1ncn2C1CC(O)C(C=NO)O1,CNc1ncnc2ccc(C#CCNC(=O)c3cccn([C@@H](C)c4ccc(F)c(F)c4)c3=O)cc12,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OC2Cc3ccccc3C2)CC1,COc1c(O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)CC(C)=O)CC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
O=C(NC12CC3CC(CC(C3)C1)C2)Oc1ccc(Cl)cc1C(=O)Nc1ccc(C(F)(F)F)cc1,N#Cc1nc(C=Cc2nc(C#N)c(N)o2)oc1N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
O=C(c1ccccc1)n1c(=S)[nH]c2cccc[n+]21,O=C(c1ccco1)N1CCCC2(CN(Cc3ccc(F)cc3)CCO2)C1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=[N+]([O-])c1ccccc1S(=O)(=O)N1CCN(CC2CC=CCC2)CC1,CCc1ccc2[nH]c(-c3ccccc3)cc(=O)c2c1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
O=c1[nH]c(N2CC3CCC(C2)O3)nc(NC2CCCNC2)c1-c1nc2ccccc2s1,O=C(CN1CCC(c2nnc(-c3ccc(F)cc3)o2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
O=c1[nH]c(N2CC3CCC(C2)O3)nc(NC2CCCNC2)c1-c1nc2ccccc2s1,O=C(CN1CCC(c2nnc(-c3ccc(F)cc3)o2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
O=S(=O)(c1ccccc1Cl)c1cn(C2CCCNC2)c2ncccc12,CCC(C)NC(=O)C1CCN(CCCc2ccccc2)CC1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
O=C(CC1CCCCC1)N1CCC[C@H](n2nc(C(=O)N3CCOCC3)c3c2-c2ccccc2S(=O)(=O)C3)C1,COc1ccc(NC(=O)c2[nH]cnc2C(=O)N2CCN(c3ccccc3)CC2)cc1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
c1ccc(-c2nnc(-c3ccccn3)nc2NCC2CCCCC2)cc1,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCCC#Cc1ccc(-c3ccc(OC(F)F)cc3)cc1)C2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=c1[nH]c2nc[nH]c2c(=O)n1C1CCCCC1,C[C@@H]1CCC[C@@H](C[C@H]2Cc3cc(O)cc(O)c3C(=O)O2)O1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
O=c1[nH]c2nc[nH]c2c(=O)n1C1CCCCC1,C[C@@H]1CCC[C@@H](C[C@H]2Cc3cc(O)cc(O)c3C(=O)O2)O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
O=C1NC(=O)C(=Cc2cnn3c(NCC4CC4)cc(Nc4cccc(S(=O)(=O)N5CCCC5)c4)nc23)N1,COc1ccc(C=CC(=O)c2ccc(C(=O)C=Cc3ccc(OC)c(OC)c3OC)cc2)c(OC)c1OC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(CCl)Nc1sc2c(c1Cc1nnc(S)n1NC(=O)c1ccc(Cl)cc1)CCCC2,COc1ccccc1N1CCN(C(=O)CCCCCn2c(=O)[nH]c3ccsc3c2=O)CC1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
O=C(CCN1CCC2c3ccccc3NC2C1)Oc1ccc(C=C2CCn3c2nc2ccccc2c3=O)cc1,CCCNC(=O)c1cc2c(cc1F)N1C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C1C2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
O=C(C=Cc1cccc(C(F)(F)F)c1)N1CCC(C(CO)N2CCC(c3c[nH]c4ccccc34)CC2)CC1,COc1cc(-n2c3c(c4ncnc(N)c42)CCC3)ccc1NC(=O)Cc1ccn(C(F)F)n1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCc4ccccc43)CC2)c1)c1ccc(Cl)cc1,Cn1c(N)c(C(=O)COC(=O)C2CCN(S(=O)(=O)c3cccs3)CC2)c(=O)n(C)c1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)csc2c1,C[C@H]1COCCN1c1nc(-c2cnc(N)nc2)c2c(n1)N([C@]13C[C@H]1CN(C(=O)OC(C)(C)C)C3)CC2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OCCN1CCN(CC(O)COCc2ccc3c(c2)OCO3)CC1,Cc1ccc(S(=O)(=O)N(CC(O)CN2CCCC2)c2ccccc2)cc1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccc(OCc2ccc(CN3CCC4(CC3)CC(OCc3ccc(F)cc3)CCO4)cc2)cc1,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)ccc(O)c3F)n2)C1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Brc1cnc(N[C@@H]2CCCNC2)nc1-c1c[nH]c2ccccc12,CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brc1cnc(N[C@@H]2CCCNC2)nc1-c1c[nH]c2ccccc12,CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)CNc1nonc1C(=NO)N[C@H]1Cc2ccc(F)cc21,Cc1ccc(N=C2Sc3nc4cc(C)cc(C)c4cc3CN2CCN2CCOCC2)cc1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
C=CCn1c(SCC(=O)NCc2ccccc2)nnc1-c1cc(Br)ccc1O,CC(C)(C)OC(=O)NCCCCCNC(=O)c1[nH]cnc1C(=O)NCc1ccccc1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
COc1ccc(C2Cc3cc(OC)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,COc1ccc(-c2c(C)nc3c(N4CC[C@@H](N=[N+]=[N-])C4)cc(C)nn23)cc1OC,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COCn1cc(CCOC(C)=O)c(=O)n(COC)c1=O,O=C(NC1CCCC1)c1cc2c(=O)n3ccccc3nc2[nH]c1=NCCc1ccccc1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CC(=O)Oc1ccc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)cc1C(=O)O,Cc1sc2nc(C)n(N=Cc3ccccc3)c(=O)c2c1C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Cc1cc(C)nc(SC(C)C(=O)Nc2ncc(Cc3cccc4ccc(Cl)cc34)s2)n1,C[C@@H]1OC(=O)[C@@H]1NC(=O)OC(C)(C)CCCCc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
COC(=O)C(C)(C)NC(=O)C(=O)Nc1ccc(-c2cnco2)c(OC)c1,Cn1ncc2c(Oc3ccc4[nH]c(Nc5ccc(Cl)cc5)nc4c3)ncnc21,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
CC(C)(C)NS(=O)(=O)c1ccccc1-c1ccc(-c2cnc3ncccc3c2)c(F)c1,CCCCN1CN(S(=O)(=O)c2ccc(OC)cc2)c2nc3ccccc3nc21,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(C)OC(=O)CNC(=O)c1cnc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)s1,C=CC(=O)Nc1cccc(-c2n[nH]c3cc(C)ccc23)c1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1(NC(=O)CCNC(=O)c2ccc(C(C)(C)C)cc2)CCS(=O)(=O)C1,C=C[C@@]1(C)CC(=O)[C@]2(O)C3(C)C(C(OC(=O)CCN4CCOCC4)C(O)[C@@]2(C)O1)C(C)(C)CC[C@@H]3O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1(NC(=O)CCNC(=O)c2ccc(C(C)(C)C)cc2)CCS(=O)(=O)C1,Cc1cc(Nc2cc(O)nc(O)n2)ccc1Br,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CC(C)(C)c1ncc2c(n1)-c1sc(NC(=O)N3CCC[C@H]3C(N)=O)nc1CC2,COc1ccc(NC(=O)CN2C(=O)c3cccnc3Sc3ccccc32)cc1OC,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
CC(C)(CN1CCOCC1)C(=O)c1ccc2ccccc2c1,Cc1cc(N=S2(=O)CCCC2)cc2ncnc(Nc3ccc(F)cc3O[C@H](C)C(=O)NCC#N)c12,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
CC(C)N1CC[C@H]2[C@H](C[C@@H](Cn3cccn3)N2c2nccs2)C1,ClC(Cn1ncc2c(NCc3ccccc3)ncnc21)c1ccc(Br)cc1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
CC(C)Oc1ccc(CN2CCC2(C)C(=O)Nc2ccc3c(c2)OCO3)cc1,CC(C)CCN1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
CC(C)[C@H](NC(N)=O)C(=O)Nc1ccc2c(c1)CCC2,CC1(C)C(C(=O)Nc2nnc(S(N)(=O)=O)s2)C1(C)C,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
COc1cccc(C(=O)CN2CCCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C=CI)C(C)C)c1,COc1cccc(-c2cc(=O)c3cc(OCCCCCN4CCC(O)CC4)ccc3o2)c1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
CC(C)[C@@H](CN1CCC(c2cccnc2)CC1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,O=C(NCC1CC1)c1cc(N2CC[C@H](O)C2)nc(N2CCC[C@@H](c3ccccc3)C2)n1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)[C@@H](NC(=O)[C@@H]1CC[C@H](N)C1)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,C=CCn1c(SCC(=O)NCc2ccccc2)nnc1-c1cc(Br)ccc1O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CNCCCC[C@@H]1NC(=O)c2coc(n2)-c2coc(n2)-c2coc(n2)[C@H](C(C)C)NC(=O)c2coc(n2)-c2coc(n2)-c2coc1n2,Cc1ccc2c(N3CCOCC3)c(C)c(N3CCCCC3)nc2n1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)c1nc2c(c3c1[C@@H](c1ccc(C(F)(F)F)cc1)OC31CCOCC1)[C@@H](O)CC1(CC1)C2,CN1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cc2NC(=O)Cc2ccccc2F)CC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
CC(C)c1nc2c(c3c1[C@@H](c1ccc(C(F)(F)F)cc1)OC31CCOCC1)[C@@H](O)CC1(CC1)C2,COc1ccc2nc(N=C3NC(=O)C(=Cc4cccc(Cl)c4)S3)sc2c1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cc1nc(O)c2cc(-c3ccc(Cl)cc3)c(C(C)C)cc2n1,CCOC(=O)C1=C(Nc2ccc3c(c2)c2ccccc2n3CC)SCC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CC(C)c1cccc(-n2cc(O)c(C(=O)NCCCn3cccn3)n2)c1,COCCSc1nnc(NC(=O)C(C)(C)C)s1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CC1(O)CC(CC(C)(O)C2COc3ccc4ccc(=O)oc4c3O2)OC1=O,N#CCCN(Cc1ccccc1)Cc1coc(-c2ccco2)n1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)=CCCC(C)c1c2c(nc3sc(C(N)=O)c(N)c13)CCCCCC2,CN1CCN(C(C)(C)C=C(C#N)C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)ncnc43)C2)CC1=O,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
COc1ccccc1CCc1nnc(CCC(=O)NC(C)Cc2cccnc2)o1,Cc1nn(C)c(N(C)C(=O)CNCCCN2CCCCC2C)c1C(=O)c1ccccc1F,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
CC(=O)Nc1ccc(C(=O)OCC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1,COc1ccc(N(CC(=O)NC2CCCCC2)C(=O)CNC(=O)c2ccco2)c(OC)c1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CC(=O)c1ccc(Nc2cc(C)nc(-c3cccnc3)n2)cc1,CN(CC=CCN)C[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)c1cnc2ccc(-c3cc(F)c(O)c(Cl)c3)nc2c1Nc1ccc(N2CCCC(N)C2)nc1,CCCc1cccc2c(-c3cnc(-c4ccc(C(=O)O)cn4)s3)n[nH]c12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
CC(=O)c1cnc2ccc(-c3cc(F)c(O)c(Cl)c3)cc2c1Nc1cncc(CCN2CCCC2)c1,O=C(c1ccc(-c2cccc(-c3ccccc3)c2)o1)N1CCN(Cc2ccc(OC3CCNCC3)c(Cl)c2)CC1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
CC(=O)c1cnc2ccc(-c3cc(F)c(O)c(Cl)c3)cc2c1Nc1cncc(CCN2CCCC2)c1,COc1ccc(Cl)cc1-n1ncc(-c2nnc(-c3cc(Cl)cc(Cl)c3)o2)c1C,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
CC1(C)Nc2c(cc(-c3cccn4cnnc34)c3c2CCC3)C(C)(C)C1=O,COc1ccc(N(CC(=O)NC2CCCCC2)C(=O)CNC(=O)c2ccco2)c(OC)c1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
COC(=O)[C@]1(C)C=C2C3=CC(=O)[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC1,NC1CCc2c(cccc2-c2ccccc2)CC1=O,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COC(=O)c1sc2nc3c(cc2c1N)C(=O)CC(C)(C)C3,CC(C)CCN1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
CC1(C)CCc2cc(O)cc(Cl)c2O1,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1nc2ccc(F)cc2s1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
CC1(C)CCc2cc(O)cc(Cl)c2O1,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1nc2ccc(F)cc2s1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
COC(=O)C1=CON2C3CC4CC(C3)CC(C4)C12C,N[C@@]1(C(=O)O)[C@H](OCc2cc(Cl)c(Cl)c(Cl)c2)C[C@@H]2[C@H]1[C@@]2(F)C(=O)O,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
COCCN1CCN(c2ccc(Nc3ncc4c(C)c(C(C)=O)c(=O)n(C5CCCC5)c4n3)nc2)CC1,O=C(NCC1CCCO1)c1cc2c3ccccc3nc-2c(-c2cccc(Cl)c2)[nH]1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
COCCN1CCN(c2ccc(Nc3ncc4c(C)c(C(C)=O)c(=O)n(C5CCCC5)c4n3)nc2)CC1,FC(F)(F)c1ccnc(NC2CCNCC2)c1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)sc(=O)n1Cc1ccccc1F,Cc1ccc(C)c(N2C(=O)C(=O)c3c(C)ccc(C)c32)c1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)sc(=O)n1Cc1ccccc1F,Cc1csc(-c2cnn3c(=O)cc(-c4ccc(Cl)cc4)[nH]c23)n1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)sc(=O)n1Cc1ccccc1F,Cc1csc(-c2cnn3c(=O)cc(-c4ccc(Cl)cc4)[nH]c23)n1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc2c(cc1OC)C(COc1ccc3c(C)cc(=O)oc3c1)N(C(=O)c1cccc(C)c1)CC2,O=C(O)CCCC=CC[C@H]1C(=O)C[C@@H](O)C1C=C[C@@H](O)[C@@H]1Cc2ccccc2O1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
CC1=CN2C(NC1=O)OC[C@H]1O[C@@H]2C[C@@H]1N=[N+]=[N-],Nc1nc(C2COc3ccccc3O2)ncc1S(=O)(=O)c1ccc(Cl)cc1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC1=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]2(O)[C@H]1OC(=O)c1c(C)cccc1Cl)[C@H]1[C@@H](C[C@H]3C)C1(C)C,CNC(=O)[C@@H]1Cc2ccc(cc2)OCCCCC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
COc1ccc(CCn2c(C)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1,Cc1nc2ccccc2n1Cc1nnc(Nc2ccc(F)cc2)s1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(=O)OCCCN1C(C)=C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)C(C)C(C(=O)OCc2ccccc2)=C1C,C[n+]1c(-c2ccc(C=NNC(=N)N)cc2)cn2ccsc21,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
CC1NC(=O)OC12CCN(CC(O)C1COc3ccccc3O1)CC2,CN=c1c(C#N)c2n(c(=O)n1-c1ccccc1)CCC2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Cc1nn(C)c(N(C)C(=O)CNCCCN2CCCCC2C)c1C(=O)c1ccccc1F,Cc1cc(OCCCN2CCC(O)CC2)nc(-c2ccccc2)n1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
CC1CCN(CCC(=O)Nc2nccs2)CC1,CN1c2cc3c(cc2N=C(c2ccc(C(=O)O)cc2)c2cc4c(cc21)C(C)(C)CCC4(C)C)C(C)(C)CCC3(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
