fragment,avg_score,count
[7*]C(C)Br,9.388945579528809,1
[7*]CCC(C)(C)C[7*],9.388945579528809,1
[5*]N1Cc2ccc(N)cc2C[C@@H]1[13*],9.38988208770752,1
[16*]c1ccc2nc(C)cc(N)c2c1,9.392281532287598,2
[5*]N1CC[C@]23CCCC[C@@H]2[C@@H](Cc2ccc(O)cc23)C1,9.395878791809082,1
[16*]c1c(Cl)ccc(Cl)c1C(=C)n1ccnc1,9.395903587341309,1
[5*]N1c2nccc[n+]2C[C@]1([13*])O,9.396744728088379,2
[7*]CC[8*],9.40154292665679,29
[15*]C1C(=O)[C@@]2([15*])C[C@H](C[C@@H]3C(C)(C)[C@@H]([15*])C[C@]3([15*])C2=O)C1(C)C,9.404372215270996,1
[5*]N1C[C@@H]2C[C@]23C1=CC(=O)c1[nH]c([14*])cc13,9.405457496643066,1
[16*]c1c(C)[nH]c(=O)c(C#N)c1[16*],9.413195610046387,1
[4*]CC(=O)N1N=C(c2cc3ccccc3oc2=O)C[C@@H]1[13*],9.417891502380371,1
[9*]n1c([14*])nc2c([nH]c3ccccc32)c1=O,9.418705940246582,4
[7*]C(C)CC[C@@H](O)C(C)(C)O,9.41974925994873,1
[4*][C@]1([15*])C[C@H]1C=C,9.427831649780273,3
[14*]c1noc(=O)[nH]1,9.430366516113281,5
[6*]C(=O)Nn1c([14*])nc2ccccc2c1=O,9.443154335021973,1
[9*]n1cnc2c([14*])nc(C#Cc3ccccc3)nc21,9.444692611694336,1
[14*]c1sc2c(c1[16*])CCCC2,9.446027755737305,6
[16*]c1ccc2c(c1)S(=O)(=O)N=C1CCCCCN12,9.464138984680176,1
[16*]c1ccc2[nH]c3c(c2c1)CCN1OCSC[C@@H](N)[C@@H]31,9.465533256530762,1
[5*]N1CCC[C@]2(CCC(=O)N2[10*])[C@@H]1[13*],9.467244148254395,1
[1*]C(=O)C1=C(C)N([10*])C(=O)N(C)C1[13*],9.478272438049316,1
[7*]C1Cc2ccc3c(c2C1=O)CCCC3,9.48482608795166,1
[1*]C(=O)[C@@H]([4*])C(C)(C)O,9.486266136169434,1
[14*]c1nc([14*])n2ncc([16*])c2n1,9.486699785505023,7
[5*]N1CCN([5*])[C@@H](C)C1,9.487315586635045,7
Cc1[nH]c2ccccc2c1/C=N/Nc1nc2ccccc2[nH]1,9.487773895263672,1
[9*]n1nccc1C,9.491045951843262,1
[4*]CC(=O)N/N=C1/C(=O)Nc2ccc([16*])cc21,9.494343757629395,1
[16*]c1ccc(S(=O)(=O)c2ccccc2)cc1,9.495063781738281,1
[16*]c1ccc2c3c(cccc13)C(=O)N2,9.495063781738281,1
[5*]N([5*])CSC,9.495063781738281,1
[14*]c1cc(N)c2ccccc2[n+]1C,9.50175952911377,1
[16*]c1c([16*])c2cccnc2n(C)c1=O,9.503364562988281,1
C1=NCC2(CC3(Cc4ccccc4C3)C2)N1,9.507282257080078,1
[7*]C[C@@H](O)C[C@@H](O)CC(=O)O,9.514512062072754,1
[14*]c1nc2sccn2c1[14*],9.518505096435547,2
[14*]c1cc2c([nH]c3ccc(O)cc32)c([14*])n1,9.532500267028809,1
[13*]C1(O)CN(C)C2CCCCC2O1,9.538580894470215,1
[16*]c1ccc2c(=O)c3ccccc3oc2c1,9.542614936828613,2
[8*]CCCC(F)(F)F,9.548307418823242,1
[9*]n1c(=O)c2[nH]c(Cl)nc2n([9*])c1=O,9.548307418823242,1
[1*]C(=O)C1=NOC2(CCN([5*])C2)C1,9.553394317626953,1
[3*]OC=C,9.553781509399414,1
[4*]C(C)C1=NCCN1,9.553781509399414,1
[8*]C(N)(CO)CO,9.557093620300293,1
[4*]CCCCO,9.558515548706055,4
[8*]CC(=O)N1CCCCO1,9.562748908996582,1
[9*]n1c([14*])c([16*])c2cc(Cl)ccc2c1=O,9.572829246520996,1
[9*]n1nc([14*])cc1S(C)(=O)=O,9.572829246520996,1
[5*][N+]12CCC(CC1)C([15*])C2,9.574206352233887,1
[5*]N1CNS(=O)(=O)c2cc([16*])ccc21,9.580744743347168,1
[14*]c1cc(O)c2c(n1)-c1cc([16*])ccc1SC2,9.589460372924805,1
[10*]N1CC=C(CCC(=O)NO)C1=O,9.59040641784668,2
[15*]C12CC3CC(C)(C1)CC(C)(C3)C2,9.591537475585938,3
[3*]O/N=C1\CC([13*])NC([13*])C1[15*],9.59208869934082,1
[6*]C(=O)C([7*])C,9.59359614054362,3
[15*]C1CC(=O)C2=C(C1)N=C(C)C([15*])C2[15*],9.595213890075684,1
[9*]n1c(=O)[nH]c2ccccc2c1=O,9.597482045491537,3
[14*]c1cc(=O)cc([14*])o1,9.598648071289062,1
[16*]c1cccc2c1Sc1ccccc1C2,9.598648071289062,1
[6*]C(=O)NN,9.601531346638998,3
[13*]C1(O)Oc2c(c(=O)oc3ccc(F)cc23)C(c2ccc(O)cc2)C1[15*],9.603626251220703,1
[16*]c1ccc2c(c1)-c1cccc(c1)[C@@H](N1CCC(c3c(Br)ccc(Cl)c3F)=CC1=O)CCC[C@@H](C)C(=O)N2,9.611763000488281,1
[3*]OCOC,9.616570472717285,1
[10*]N1CC([15*])([15*])CC1=O,9.623801231384277,1
[7*]CC(=O)O,9.627490361531576,24
[1*]C(=O)C[7*],9.628285660282257,155
[8*]CCCCCCC[8*],9.635382652282715,1
[9*]n1ncc2ccccc2c1=O,9.635382652282715,1
[14*]c1nccc2c3ccccc3n(C)c12,9.63632869720459,1
[9*]n1ncc(C#N)c1/N=C/N(C)C,9.645236015319824,1
[7*]C(F)C(=O)O,9.64869213104248,1
[14*]c1cn2c([14*])c([14*])nc2cn1,9.649628639221191,4
[5*]N1C[C@H]([15*])[C@]([15*])(O)C1,9.651078224182129,1
[14*]c1nccc2c(C)c3c(cc12)c1cc([16*])ccc1n3C,9.652180671691895,1
[10*]N1C[C@H]([13*])N([10*])C(=O)C1=O,9.653739929199219,2
[14*]c1ccc(/C=c2\[nH]c(=O)/c(=C/c3ccccc3)[nH]c2=O)s1,9.661235809326172,1
[1*]C(=O)C1=C(C)n2c(nc3ccccc32)NC1[13*],9.664156913757324,1
[15*]C1(N(O)C=O)CCOCC1,9.664769172668457,1
[16*]c1cnc(C)cc1C,9.664769172668457,1
[14*]c1csc(N/N=C/c2ccc(F)c(F)c2)n1,9.672322273254395,1
[1*]C(=O)C1=Cc2ccccc2OC1([13*])[13*],9.675496101379395,2
[1*]C(=O)C1=Cc2ccccc2OC1([4*])[13*],9.675496101379395,2
[14*]c1oc([14*])c(C)c(=O)c1C,9.67859172821045,1
[15*][C@H]1C(C)=C[C@@]2(C)[C@@H]1[C@@]2([15*])C,9.67859172821045,1
[1*]C(=O)C(=O)C[8*],9.685973167419434,1
[9*]n1cnc2c(=O)n(C)c(=O)n(C)c21,9.694217681884766,2
[5*]N1C[C@@H]2C[C@]23C1=CC(=O)c1[nH]c([14*])nc13,9.69533634185791,1
[5*]NC=C1C(=O)CC([15*])CC1=O,9.700321197509766,2
[4*]CCCCC[4*],9.700629601111778,13
[13*][C@@H]1CC2=C(C(=O)O1)[C@H]([15*])C(C#N)=C(N)O2,9.705536842346191,1
[5*]N1CC2CC(C1)N2[5*],9.706536293029785,1
[12*]S(=O)(=O)c1cccc2c(Cl)cccc12,9.70825481414795,1
[16*]c1ccc2nc3n(c(=O)c2c1)CCCC3,9.72171401977539,1
[1*]C(=O)C1=C(c2ccccc2)NC(=O)NC1[13*],9.724308967590332,1
[4*][C@@H](C[8*])[C@@H]([8*])C[8*],9.726117134094238,1
[16*]c1cccc(C#C)c1,9.737712860107422,2
[4*]CC1=C[C@H]2[C@H]3OC4([13*])O[C@@]2([C@H](C)C[C@@]3(C(=C)C)O4)[C@@H]2C=C(C)C(=O)[C@@]2(O)C1,9.740338325500488,1
[5*]N1CCC2(CCC([15*])C(=O)C2[15*])CC1,9.744914054870605,1
[15*][C@H]1[C@H]([15*])[C@@]2(C)[C@@H]([15*])C[C@@H]3[C@@H](O)[C@]2(OC3(C)C)[C@@](C)(O)[C@H]1[15*],9.747002601623535,1
[9*]n1c(C)nc2c(F)cc([16*])cc21,9.750777244567871,1
[13*][C@H]1O[C@H]([13*])[C@@H](O)C(O)[C@@H]1O,9.751663970947266,5
[13*][C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,9.75373363494873,1
[8*]CCS(=O)(=O)CC(=O)O,9.75373363494873,1
[8*]C[C@H](N)C(=O)NNS(=O)(=O)c1ccc(C#N)cc1,9.758849143981934,1
[8*]CCC(N)P(=O)(O)C(O)CC[8*],9.769010543823242,1
[16*]c1cccc(S(=O)(=O)c2cc(C)c3oc4c(c3c2)CNCC4)c1,9.77993106842041,1
[15*]C12CC3CC(C1)CC([15*])(C3)C2,9.781494140625,4
[4*]CCCCCCCCC[4*],9.782155990600586,2
[16*]c1c(C)ccc2ccccc12,9.784741401672363,1
Fc1ccccc1C1=NCc2cccn2-c2ccc(Cl)cc21,9.790512084960938,1
[14*]c1nc([14*])c(C)c(C)n1,9.793959617614746,2
[13*][C@@H]1C[C@]2(C)[C@H]3C(=O)[C@@H]([15*])C[C@@H]([15*])[C@]3(C)CC[C@H]2C(=O)O1,9.800126393636068,3
[7*]CC1=C(C(=O)O)N2C(=O)C([7*])C2S(=O)(=O)C1,9.80042839050293,1
[5*]NC1=NC(=O)C([13*])([13*])S1,9.805573463439941,1
[16*]c1cccc(C#Cc2ccc(Cl)cc2)c1,9.810070991516113,1
[16*]c1cccc(C#Cc2ccncc2)c1,9.810070991516113,1
[9*]n1cc([16*])c(=O)c2cc([N+](=O)[O-])c([14*])nc21,9.810206413269043,1
[14*]c1nc2cc3c(cc2cc1[16*])CCC3,9.811663627624512,1
[15*][C@H]1[C@@H]2[C@@H]([15*])[C@@]3(OC2(C)C)[C@@]([15*])([C@@H]([15*])CC[C@]3(C)O)[C@H]1[15*],9.812382698059082,1
[9*]n1cnc([N+](=O)[O-])c1,9.82172966003418,4
[16*]c1cc([16*])c(F)c(F)c1,9.822111129760742,2
[14*]c1c2nc(C)cc([16*])c2nn1C,9.830435752868652,1
[5*]N([5*])C(=S)n1ccnc1,9.83159351348877,1
[9*]n1c(=S)[nH]c2c(sc(=S)n2[9*])c1=O,9.83401107788086,1
[1*]C(=O)C1=C(C)NC(C)=C(C([1*])=O)C1[15*],9.837894439697266,10
[16*]c1c(/N=C/C2C(=O)CCCC2=O)sc(C)c1C,9.842362403869629,1
[9*]n1c(=O)/c(=C/c2ccccc2)s/c1=C1/SC(=S)N([10*])C1=O,9.843450546264648,1
[9*]n1cc([16*])c(=O)[nH]c1=O,9.851552963256836,2
[8*]CCC([NH])=S,9.851879119873047,1
CC(=O)C1=CC[N+](C)(C)CC1,9.853752136230469,1
[12*]S(=O)(=O)c1ccc([16*])c(Cl)c1Cl,9.858077049255371,1
[15*]C12CC(C1)C2,9.858077049255371,1
[15*]C1C2Oc3ccc([16*])cc3C12,9.86406135559082,1
[16*]c1ccnc2c1CCC(=O)N2,9.86406135559082,1
[15*]C12CC3CC(F)(CC(C1)c1ccccc13)C2,9.864391326904297,2
[10*]N1C(=O)[C@]23CCC(C)(C)C[C@H]2[C@]12C(=O)C=C1[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]1(C)[C@]2(C)CC3,9.872224807739258,1
[7*]C(C#N)C(N)=O,9.877653121948242,2
[10*]N1C(=O)c2cc([N+](=O)[O-])ccc2C1c1ccccc1,9.882513999938965,1
[9*]n1c2ccccc2c2ccccc21,9.886188507080078,4
[6*]C(=O)Nn1cc([16*])c2ccccc2c1=O,9.894640922546387,1
[14*]c1cc2c(o1)c1ccccc1n2C,9.901829719543457,1
[15*][C@@H]1C(=O)N2C(C(=O)O)=C(CN=[N+]=[N-])CS[C@H]12,9.902045249938965,1
[5*]N1CC[C@]23c4c5ccc(O)c4O[C@H]2C2=C(CCC(=O)N2[10*])C[C@@]3(O)[C@H]1C5,9.904294967651367,1
[9*]n1nc(C)c2c(C)onc2c1=O,9.904318809509277,1
[14*]c1nc2ccccc2nc1-[n+]1cc(C)cc(C)c1,9.907055854797363,1
[14*]c1cc2ccc(O)cc2o1,9.907567024230957,2
[5*]N1C(N)=C(C(N)=O)C([15*])C2=C1CCCC2=O,9.91163158416748,1
[16*]c1cc(O)c2c(c1)CC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,9.913321495056152,1
[9*]n1nc2n([9*])c(=O)c3sccc3n2c1=O,9.915270805358887,2
[9*]n1cnc2c(N)nc3ccccc3c21,9.9163236618042,1
[16*]c1ccc(F)c2c([16*])c[nH]c12,9.924384117126465,1
[15*][C@@H]1[C@H](c2cc([16*])c([16*])c([16*])c2)c2cc3c(cc2C2=NOC[C@H]21)OCO3,9.931544303894043,1
C/C(=N\N=C(N)N)c1cccc(C(=N)N)c1,9.938124656677246,1
[6*]C(=O)C1=CC[C@@H]([15*])[C@@]2(S1)C(=O)Nc1cccc(Br)c12,9.938453674316406,1
[16*]c1ccc2c(N)ncc(F)c2c1,9.939482688903809,1
[5*]N[C@H]1C(=O)N(C)Cc2cc(ccc2S(=O)(=O)C2CC2)NC(=O)CC(O)Cc2c(C)cc1cc2C,9.939482688903809,1
[16*]c1c(O)cccc1F,9.949138641357422,1
[9*]n1c(=O)nc([14*])c2cc(Cl)c([14*])nc21,9.949138641357422,1
[15*][C@]1(C)CCC[C@@]2(C)C3CC[C@@]4(C)C[C@]3(CCC21)CC4=O,9.951273918151855,1
[14*]c1ncnc2c([16*])c([16*])c([16*])cc12,9.953222274780273,1
[1*]C(=O)C([8*])(O)C[7*],9.955872535705566,1
[14*]c1cc2c(c(=O)o1)C(=O)[C@@H](O)[C@H](C)O2,9.958415985107422,1
[4*]CC(=O)NNC(=O)C[8*],9.959092140197754,1
[7*]C1NC(=O)NC1=O,9.961804072062174,12
[9*]n1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1cccc[n+]1CC,9.965278625488281,1
[1*]C(=O)C([4*])CCCCN,9.96804141998291,1
[5*]N1C[C@H]2CCCN([5*])[C@H]2C1,9.968148549397787,3
[16*]c1ccc(O)cc1[16*],9.96829096476237,6
[7*]C1N=C2SCCCN2C1=O,9.973906517028809,1
[16*]c1ccc2c(c1)CS(=O)(=O)N2,9.97700023651123,1
[5*]N1CCc2c(c(=O)oc3c(C)c([16*])ccc23)C1,9.97700023651123,1
[4*]CCC[18F],9.97967529296875,1
[16*]c1ccc(/C=c2\[nH]c(=O)/c(=C/c3ccccc3)[nH]c2=O)cc1,9.983469009399414,1
[5*]N1C[C@@H](C)[C@H]([13*])Oc2cc(C#Cc3ccncc3)ccc2S1(=O)=O,9.98723030090332,1
[15*][C@@H]1[C@@H]([15*])[C@@H](O)C[C@H]1O,9.989940643310547,3
[14*]c1oc2c(ccc3ccccc32)c(=O)c1O,9.995064735412598,1
[14*]c1oc2ccc3c(C)cc(=O)oc3c2c1[16*],10.003663063049316,1
[1*]C(=O)N/N=C(\C)c1ccccc1,10.008190155029297,1
[14*]c1nc2nc(N)nc(N)c2nc1[14*],10.013541221618652,1
[16*]c1cc2c([16*])ccnn2c1,10.017155647277832,1
[15*][C@H]1CC[C@H]2[C@@H]3CNC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,10.02091121673584,2
[10*]N1C(=O)[C@@H]2C(c3c(Cl)cccc3Cl)=NO[C@@H]2C1=O,10.023476600646973,1
[10*]N1C(=O)[C@H]2C(c3c(Cl)cccc3Cl)=NO[C@H]2C1=O,10.023476600646973,1
[9*]n1c([14*])cc([16*])c1[14*],10.028796195983887,1
[5*]N1CC[C@@H]2OCc3cnnn3[C@@H]2C1,10.045302391052246,1
[9*]n1ncc(Cl)c1[14*],10.045302391052246,1
[16*]c1ccc2c(c1)C(=O)N1CCNCC1CO2,10.04588508605957,1
[4*]CCC[7*],10.047735214233398,2
[3*]ON=C(c1ccccc1C)c1ccccc1C,10.055662155151367,1
[16*]c1cc(=O)oc2ccc(Br)cc12,10.059412956237793,1
[16*]c1cc([16*])c(N)c([16*])c1[16*],10.061388969421387,1
[9*]n1c([14*])c(/C=N/NC(N)=O)c2ccccc21,10.067635536193848,1
[16*]c1ccc2cc[nH]c2c1,10.068029403686523,2
[15*][C@]12CCC(C)(C)C[C@H]1C1=CC(=O)C3[C@@]4(C)CC[C@H](O)C(C)(C)C4CC[C@@]3(C)[C@]1(C)CC2,10.069219589233398,1
[14*]c1cc2cc(C(=N)N)ccc2o1,10.073677062988281,1
[14*]c1cc2ccc(C(=N)N)cc2[nH]1,10.073677062988281,1
[16*]c1cc(Cl)cc([16*])c1[16*],10.074151992797852,2
[13*][C@H]1OP(=O)(OC)C[C@@H](O)[C@H]1O,10.07480525970459,1
[7*]C1Cc2cc(O)ccc2C1=O,10.075098991394043,1
[14*]c1cn2c(ccc3c([16*])cc([14*])nc32)n1,10.0769681930542,1
[15*][C@@H]1C[C@H]2C[C@H]3C[C@@H](C1)C3(C)C2,10.077731132507324,1
[5*]N1[C@@H]2COC[C@H]1C[C@@H]([15*])C2,10.077731132507324,1
[16*]c1cc([16*])c2c(c1[16*])C[C@H](C)N[C@H]2C,10.079031944274902,1
[16*]c1ccc([16*])c2c([16*])cc(C)cc12,10.079031944274902,1
[16*]c1cc2c(=O)n3c(nc2cc1C)CCC3,10.079388618469238,1
[15*]C1C2=C(CCCC2=O)NC2=C1C(=O)CCC2,10.079724311828613,1
[10*]N1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ncccc4c3C[C@@H]2C1=O,10.081793785095215,1
[14*]c1nc(N)c2cnn(C)c2n1,10.089221954345703,1
[5*]N1CC[C@@H]2OCc3cccc(c3)Oc3cc(ccc3[16*])CCC(=O)N[C@@H]2C1,10.089221954345703,1
[4*]C(C[8*])C(=O)C(N)=O,10.090566635131836,2
[5*]N1C[C@H]2[C@@H]([C@H]1[13*])C2(C)C,10.090566635131836,2
[10*]N1C(=O)N(C)[C@H]([13*])C2=C1CCCC2=O,10.0914945602417,1
[5*]N1CCC2=C(C1)c1c(O)cc([16*])cc1OC2(C)C,10.096412658691406,1
C=C(c1ccccc1)[C@@]12CC[C@H](N)[C@@H]1CC(CCCCCC)=C2c1ccccc1,10.096419334411621,1
[14*]c1oc2ccc([16*])cc2c1Cl,10.10092830657959,1
[4*]C1([15*])CCN(C)CC1,10.10152530670166,1
[15*][C@@]1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,10.10300350189209,1
[6*]C(=O)NNC(N)=S,10.106437683105469,1
[14*]c1cc(=O)c2cccc([16*])c2o1,10.123294830322266,2
[16*]c1ccc([16*])c2c1sc1ccccc12,10.123294830322266,2
[9*]n1cnc2c([14*])nc(N)nc21,10.12415885925293,6
[16*]c1c(O)c(C)c(O)c2c1OC1=Cc3c(c(C)nn3C)C(=O)C12C,10.12690258026123,1
[4*]CC[C@H]([4*])C(=O)O,10.12868881225586,4
[13*][C@H]1[C@@H](S(=O)(=O)C=C)C[C@]2([13*])CCC(=O)N12,10.132174491882324,1
[13*][C@H]1[C@@H](S(=O)(=O)C=C)C[C@]2([15*])CCC(=O)N12,10.132174491882324,1
[4*]CC1=CC(C)(C)Nc2ccc([16*])cc21,10.134066581726074,1
[14*]c1nc2cnccc2s1,10.14186954498291,1
[5*][N+]12CCN(CC1)CC2,10.14186954498291,1
[14*]c1cc(=O)n2nc([14*])sc2n1,10.149689674377441,1
[7*]C1C(=N)N2N=C(CC)SC2=NC1=O,10.149689674377441,1
[13*][C@H]1CC=C(C)C(=O)O1,10.151610374450684,1
[15*][C@]1(O)CC[C@]2(C)[C@@H](C[C@]3(O)[C@H]4O[C@]45C=CC(=O)OC(C)(C)[C@@H]5[C@H](O)C[C@@H]23)C1=C,10.151610374450684,1
[5*]N1C[C@@]2([15*])Cn3c(=O)n([9*])c(=O)n3C[C@@]2(O)C1,10.156861305236816,1
[6*]C(=O)N/N=C(/C)c1ccc(C)cc1,10.16716480255127,1
[5*]N1CCC([C@H]2c3ccc(Cl)c(Br)c3CCc3cc(Br)cnc32)CC1,10.170783042907715,1
[4*]CCCCCCBr,10.181517601013184,1
[15*][C@H]1CC[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C,10.181766510009766,2
[4*]CCCCCCCC(=O)C[4*],10.181947708129883,1
[16*]c1ccc(P(=O)(OC)c2ccccc2)cc1,10.184477806091309,1
[16*]c1ccc([16*])c2c1CCCC2=O,10.190957069396973,1
[4*]C(C(=O)O)C(C)C,10.190957069396973,1
[9*]n1c2ccc([16*])cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,10.191386222839355,1
[8*]CCCC(=O)O,10.193023045857748,6
[5*]N1CCC2([15*])c3cc(O)ccc3CC1C2C,10.198355674743652,1
[14*]c1[nH]c(=O)c([16*])c2cc([16*])c([16*])cc12,10.198512077331543,1
[14*]c1nc2ccc([16*])cc2cc1[16*],10.198512077331543,1
[9*]n1c([14*])nc2sc(C)c(C)c2c1=O,10.199891090393066,1
[16*]c1ccc(C2C(c3cc([16*])cc([16*])c3)=C(C)c3cc([16*])cc([16*])c32)cc1,10.201765060424805,1
[5*]N1[C@H]([13*])CS[C@@H]1[13*],10.21273136138916,1
[14*]c1nc2ncc([16*])cc2c(=O)[nH]1,10.213717460632324,1
[4*]CC#CC,10.217081705729166,6
[14*]c1c/c(=N\O)c2cc([16*])ccc2o1,10.2174654006958,1
[14*]c1cc2sccc2cn1,10.2174654006958,1
[16*]c1ccc(Cl)c(F)c1C1=CC(=O)N([C@H]2CCC[C@@H](C)C(=O)Nc3ccccc3-c3ccnc2c3)CC1,10.225577354431152,1
[14*]c1nc2c(c([16*])c1[16*])[C@@H](O)CC(C)(C)C2,10.226181983947754,1
[14*]c1ncc(C2=CCCCC2)cn1,10.226181983947754,1
[4*]CCC[C@H]([4*])[8*],10.244190216064453,2
[7*]CC([7*])O,10.244242668151855,1
[14*]c1nc2sc([14*])cc2c(=O)[nH]1,10.251347541809082,1
[4*]C/C1=C/CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,10.252802848815918,1
[14*]c1nc2sc(C)cn2c1[14*],10.255539894104004,1
[1*]C(=O)C1=C(N[5*])Nc2ccccc2N=C1CC,10.25938892364502,1
[16*]c1ccc(N/N=C/c2cc3cc(C)ccc3nc2Cl)cc1,10.263285636901855,1
[6*]C(=O)NNC1=NCCC1,10.267577171325684,1
[6*]C(=O)CC([8*])CC(=O)O,10.271327018737793,1
[16*]c1cc([16*])c(O)c([N+](=O)[O-])c1,10.285810470581055,2
[9*]n1c([14*])nc(C)c1[14*],10.287641525268555,1
[10*]N1C(=O)C(F)(F)C[C@@H]1[13*],10.29443645477295,1
[7*]C[C@H](O)[C@@H](C)CCC[8*],10.29443645477295,1
[8*]CC(F)(F)F,10.30030632019043,8
[5*]N1CC[C@H]([15*])[C@@H]([15*])C1,10.302196502685547,1
[13*][C@@H]1ON=C2c3cc([16*])c([16*])cc3OC[C@H]21,10.305780410766602,2
[4*]CC([7*])C,10.305780410766602,2
[14*]c1nc([14*])c2ccccc2c1[16*],10.306979179382324,1
[9*]n1c(=N)n([9*])c2c(Cl)cccc21,10.308897972106934,1
[8*]CC(=O)N/N=C/c1cccnc1,10.3095064163208,1
[13*][C@@H]1O[C@H](C)[C@H](O)[C@H]([15*])[C@H]1O,10.311583518981934,1
[15*][C@H]1C(C)=CC[C@H]2C(C)(C)CCC[C@]12C,10.311583518981934,1
[4*][C@@](C)(C=C)CC[8*],10.311583518981934,1
[4*]CC([8*])([8*])C([4*])C(=O)O,10.311962127685547,1
[9*]n1c(=O)c([16*])c(O)c2cccnc21,10.313471794128418,1
[14*]c1nnc2c([n+]1[O-])C(C)(C)CC(C)(C)C2,10.327284812927246,1
[5*]N1C[C@H](N)C[C@H](N)C1,10.329109191894531,1
[16*]c1ccc2sccc2c1,10.32978343963623,1
[5*]N1CCC2=Cc3c(cnn3[9*])C[C@]2([15*])C1,10.330530166625977,2
[15*][C@@H]1CCC2=CC(=O)[C@]3(C(=C)C)O[C@@H]3[C@]2(C)[C@H]1C,10.335066795349121,1
[14*]c1nnc2c3ccccc3n(C)c2n1,10.341668128967285,1
CC1=C2[C@H]3OC(=O)C4(CC(c5ccc(O)cc5)=NO4)[C@@H]3CC[C@@]2(C)C=CC1=O,10.342326164245605,1
[14*]c1onc(C)c1Br,10.345108032226562,1
[5*]N1CC=C(c2nc([14*])n3ccnc(N)c23)CC1,10.355537414550781,1
[14*]c1cc(C)nn1C,10.35677719116211,4
[16*]c1cc([16*])c2nonc2c1[N+](=O)[O-],10.362093925476074,1
[16*]c1cccc2cc(C#N)ccc12,10.367180824279785,1
[13*][C@@]1(C)CO1,10.369446754455566,1
[4*][C@@H](CC(C)C)C([6*])=O,10.369446754455566,1
[6*]C(=O)N/N=C1\CCCC1[15*],10.376648902893066,1
[4*]C[C@@H]([4*])C(F)(F)F,10.379274368286133,1
[15*][C@H]1[C@@H]2CCCC[C@H]2C[C@H]2C(=O)O[C@H](C)[C@@H]12,10.384565353393555,1
[16*]c1coc2ccc3ccccc3c12,10.387728691101074,1
[15*][C@H]1CC[C@]2(C)C[C@H]3[C@@H]4/C(=C\C[C@@H]12)CO[C@]4(O)C[C@@]3(C)O,10.388038635253906,1
[5*]N1C[C@@H]2C[C@H]1CO2,10.391253153483072,3
[15*][C@@H]1[C@@H]([15*])[C@H](Cl)C[C@H]1O,10.391256332397461,1
[8*]C(O)C(C)(C)C,10.391256332397461,1
[7*]CCCC(=O)CC,10.39295482635498,1
[14*]c1nc2cc(F)ccc2nc1C,10.39663314819336,1
[13*]C1SCC2=Nc3ccccc3CN21,10.399813652038574,1
[15*][C@@H]1C[C@H]([15*])[C@@H]2[C@@H]([15*])[C@@H](C)C=C[C@H]2C1,10.406685829162598,1
[12*]S(=O)(=O)c1ccc2nc([14*])c([14*])nc2c1,10.40749454498291,1
[9*]n1c2cc(N)ccc2c2ccc(N)cc21,10.418485641479492,1
[4*][C@@H]([8*])C=O,10.4189453125,1
[8*]CC1=Nc2c(O)nc(N)nc2OC1,10.419022560119629,1
[4*][C@H](CC(=O)O)C(=O)O,10.4247407913208,1
[13*][C@@H]1O[C@H]([13*])[C@H]2OC(C)(C)O[C@H]21,10.42560863494873,1
[9*]n1cc(C#Cc2c[nH]c(=O)[nH]c2=O)nn1,10.42560863494873,1
[16*]c1cc(C)c(C)cc1C,10.426881790161133,3
[16*]c1cc(Cl)c(S(N)(=O)=O)cc1[16*],10.42762279510498,1
[13*]C1CC(c2ccco2)=Nc2ccccc2S1,10.434720993041992,1
[4*]CC(=O)N/N=C/c1c(Cl)cncc1Cl,10.443201065063477,2
[16*]c1c([16*])c2cccnc2n(O)c1=O,10.446850776672363,1
[16*]c1c(C)cc2cc(C#N)ccc2c1C,10.447010040283203,1
[4*]C1(C)C(=O)C2=CN([5*])C(C3CC3)=CC2=C(C=C)C1=O,10.451760292053223,1
[5*]N1C=C2C(=O)C([15*])(C)C(=O)C(C=C)=C2C=C1C1CC1,10.451760292053223,1
[15*]C1CC(=O)C2=C(C1)OC(N)=C(C#N)C2[15*],10.45658016204834,1
[8*]C(C)C(=O)O,10.462987899780273,4
[4*]CC/N=C/c1ccc2c(c1)OCC2,10.46468448638916,1
[5*]NC1=NC([7*])C(=O)N1C,10.46468448638916,1
[16*]c1ccc(C)c([N+](=O)[O-])c1,10.464986801147461,2
[7*]C1CCc2cc([16*])c([16*])cc2C1=O,10.467265129089355,1
